scenario,payment_id,customer_id,merchant_id,amount,currency,payment_method,processor,timestamp,device_type,country,error_code,past_attempts,true_root_cause,recoverable,best_action,eventual_outcome,amount_recovered,bank
s5_method_specific_issue,72bb912d-7da6-4785-b63b-4dc3a559e463,4b5305e5-17d2-482e-846a-0df5cafda613,merch_84,53.78,USD,ach,stripe,2026-05-14 03:28:33.604048,mobile,GN,R01_nsf,0,R01_nsf,True,wait_and_retry,True,53.78,
s2_insufficient_funds,2b125551-f51a-497b-b34e-fd5b6e737276,9ba585ae-cb96-4524-a5a4-14b21956673f,merch_52,39.98,USD,card,adyen,2025-11-08 23:46:17.574686,unknown,RS,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,39.98,
s2_insufficient_funds,ba6c557c-84f1-4d9d-af8f-8cf0451a9ec7,fa87fba5-25dc-4ca2-854e-6210a3c9f400,merch_65,10.28,USD,card,braintree,2026-02-27 19:29:54.802603,mobile,NG,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,10.28,
s4_high_value_uncertain,d5bcb8d0-4094-4ded-abeb-ac31d4f8fd72,bfc00dc8-04f6-4d86-b866-076514f7ce8d,merch_72,9964.48,USD,wallet,adyen,2026-06-05 13:41:52.471325,unknown,SR,generic_decline,0,risk_block_or_limit,False,manual_review,False,0.0,
s3_hard_decline,9979337b-5bf1-4572-97e6-8ee77f9fdac8,7e58e21c-8f99-4231-a677-8e35a3aa2afd,merch_14,22.85,USD,card,stripe,2026-03-19 05:13:18.712729,unknown,LB,do_not_honor,3,do_not_honor,False,stop_and_notify,False,0.0,
s1_temporary_degradation,84c12470-da04-43df-a634-727d4d25d614,a15b293e-497d-4e5c-b155-dc875905fd87,merch_37,9.95,USD,card,stripe,2026-02-25 19:56:50.416472,mobile,KN,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,9.95,BankB
s2_insufficient_funds,ead1d758-b319-418d-aef0-3a1b645f273c,dc5cd673-c9ed-46a6-9490-5f79aa4946f4,merch_93,41.43,USD,ach,braintree,2026-08-03 07:41:09.852660,mobile,LR,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,41.43,
s2_insufficient_funds,c7c244cf-f35c-4709-aa9d-f014c7effeb3,9f26553c-5e17-4f4a-b9fb-6273ad74fc20,merch_40,23.94,USD,card,adyen,2026-07-25 12:30:46.382776,mobile,MG,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,23.94,
s3_hard_decline,1b5e1be3-0cfc-4e02-b51d-39eaa7d5959b,300eaba6-5403-4982-b9b5-634d07858440,merch_71,39.52,USD,ach,braintree,2025-09-30 19:22:40.100150,unknown,MR,fraud_suspected,3,fraud_suspected,False,stop_and_notify,False,0.0,
s1_temporary_degradation,13c7f140-ea22-4efd-a5ef-2c84c06e6481,7ffcb3fe-2359-4443-bae6-1863a5448d55,merch_37,31.13,USD,card,stripe,2026-04-14 21:50:23.597733,unknown,ET,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,31.13,BankA
s5_method_specific_issue,4a0f2824-4455-43bd-8c3f-77bbe3b53326,30e2370c-c5be-440b-a06f-e4d017b547d7,merch_1,12.37,USD,ach,stripe,2026-03-17 01:39:40.451010,desktop,LV,R03_no_account,0,R03_no_account,False,stop,False,0.0,
s5_method_specific_issue,6c031199-972a-4469-9641-9f828b9d2434,37f8a88b-17fc-495a-87a0-ca6e0822e8f3,merch_87,28.05,USD,ach,braintree,2026-06-01 10:16:33.482193,mobile,HT,R03_no_account,0,R03_no_account,False,stop,False,0.0,
s2_insufficient_funds,15d4c00c-f8cb-40b0-83a4-595ea4f7b5fd,5e806f8a-2d0e-459b-be59-6b496d5e4db6,merch_69,180.12,USD,card,stripe,2026-03-28 23:18:22.659741,mobile,KE,insufficient_funds,0,insufficient_funds,False,manual_review,False,0.0,
s1_temporary_degradation,0d7df548-c2f4-46f4-811b-1399e8e6f528,7b0874cd-fb9b-471b-a90d-a5742fef617c,merch_77,208.4,USD,card,stripe,2025-09-20 00:19:46.752722,desktop,DM,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,208.4,BankB
s7_unknown_failure,64a70279-8609-4880-af29-c0f72ebbfe0a,323415b1-64e1-4340-97f5-d62875ef8169,merch_88,345.5,USD,ach,stripe,2025-12-10 21:48:37.397956,mobile,CU,,0,unclassified,True,immediate_retry,True,345.5,
s2_insufficient_funds,4561b66a-35d7-40c8-bd47-90e927f2cfa9,d623ae4b-90a1-433e-a419-15ba0e47124b,merch_42,52.58,USD,wallet,adyen,2026-07-13 11:52:12.964827,mobile,RW,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,52.58,
s1_temporary_degradation,d40bd487-b188-4d6a-b0f1-d20979432f6f,38d8e484-d4e3-44a3-881e-4c13e4f786ab,merch_6,13.37,USD,card,stripe,2026-01-14 16:54:28.776583,desktop,MH,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,13.37,BankB
s5_method_specific_issue,01dd95e7-b29b-44cb-b204-9bc985641286,64074bcf-7258-4437-b2fb-eb31afe5a779,merch_63,7.39,USD,ach,stripe,2025-09-18 10:49:59.907517,mobile,CO,R01_nsf,0,R01_nsf,True,wait_and_retry,True,7.39,
s2_insufficient_funds,5d015d97-00b5-4e14-ac3f-d690603cbf33,234b4f71-037b-486e-b9e9-c0da3b6a31ce,merch_88,12.48,USD,ach,stripe,2026-06-08 02:28:56.494773,desktop,AE,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,12.48,
s2_insufficient_funds,d0a643fe-a53b-4024-91a6-9d87f54e2019,257d5e52-1a51-45ca-bc7c-1d8525cf0041,merch_82,72.36,USD,wallet,braintree,2026-01-10 03:24:58.645719,unknown,IE,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,72.36,
s5_method_specific_issue,2f999b2a-05aa-4eab-88f3-d7eaf83f5274,44e9f8fb-4838-4888-9a2e-9864f8eaca36,merch_18,30.29,USD,ach,stripe,2025-10-29 11:27:52.454172,mobile,CN,R03_no_account,0,R03_no_account,False,stop,False,0.0,
s5_method_specific_issue,c786140f-2339-4f60-b8bf-9e2300e2f562,0e659eba-c2ad-48d9-9947-4e7877cdab25,merch_48,88.11,USD,ach,adyen,2026-03-13 18:37:32.995941,desktop,VC,R02_account_closed,0,R02_account_closed,False,stop,False,0.0,
s6_repeated_recovery_failure,a1eca3b2-8a4e-4996-b512-a7d145a5f212,8a34d63a-ecd5-443b-b64e-bb859d368154,merch_66,36.51,USD,wallet,adyen,2026-01-12 11:39:20.123998,unknown,ST,insufficient_funds,7,chronic_failure,False,stop,False,0.0,
s2_insufficient_funds,b90ca447-5352-4b34-a911-268f3e3e47b3,97caeef5-b8a4-419f-b105-c2d87acc7c3b,merch_60,39.76,USD,card,adyen,2025-10-12 22:14:47.513293,desktop,PW,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,39.76,
s2_insufficient_funds,ff701c3a-fbc3-4bfe-b110-6dd84437e4d3,64e37441-e69b-403e-b433-e571c9e71acb,merch_6,34.49,USD,card,adyen,2026-04-28 11:30:28.340335,mobile,NR,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,34.49,
s2_insufficient_funds,a66948e1-12d9-4bbd-81d2-80542cd90ba5,f39fcb52-6a05-4569-a88a-a28e3f0b1c87,merch_66,79.0,USD,card,braintree,2025-12-23 20:05:02.100871,mobile,LR,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,79.0,
s3_hard_decline,dc53da7c-55ad-4f69-9847-d82e32013afd,a3bcbb87-ddc9-4bb4-aeec-df88a8a4f0f8,merch_56,11.38,USD,card,braintree,2026-01-10 04:42:25.999211,unknown,MN,fraud_suspected,3,fraud_suspected,False,stop_and_notify,False,0.0,
s3_hard_decline,9b8025d0-ab45-4558-9e89-77172d20f58a,aef1100d-fab2-4507-8008-14d97f06d969,merch_51,54.11,USD,ach,adyen,2025-11-23 16:48:05.185520,unknown,MW,stolen_card,1,stolen_card,False,stop_and_notify,False,0.0,
s2_insufficient_funds,59d4971c-46be-4ee5-9787-264e7b3e9125,6c92a4b6-fd34-4099-8d30-14f17bf6e094,merch_54,20.96,USD,wallet,stripe,2026-01-25 03:25:09.424726,unknown,LB,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,20.96,
s3_hard_decline,c599f9ca-5990-4243-af3b-8e359c23513d,748bd9d3-c508-47e7-a713-250d661532bb,merch_20,24.64,USD,card,adyen,2026-01-15 03:11:56.677188,desktop,NE,lost_card,1,lost_card,False,stop_and_notify,False,0.0,
s2_insufficient_funds,1477ba83-bc3f-494c-aefe-d351929a7800,865394a3-eeb2-46f2-a49a-b750c22b2c5a,merch_17,41.15,USD,wallet,adyen,2026-02-19 00:04:11.646187,mobile,DZ,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,41.15,
s7_unknown_failure,87a37f10-61b5-42ed-ae42-3568de14553b,deeff82a-0dd7-4158-a9c1-65ae4c610ae8,merch_23,505.14,USD,card,stripe,2026-03-05 16:49:29.380839,unknown,CZ,system_error,0,unclassified,False,manual_review,False,0.0,
s5_method_specific_issue,b36ff466-7761-48b6-8861-afa9325c44ec,3b977d1c-0d6d-40ef-ba8c-aa4b482fb58a,merch_15,105.8,USD,ach,stripe,2025-12-16 23:11:08.541221,unknown,KE,R02_account_closed,0,R02_account_closed,False,stop,False,0.0,
s2_insufficient_funds,1d26403f-69f6-41cb-8d6a-773e09cb5a7d,f093e044-73ae-45e0-b491-4b8ececcf6a4,merch_35,21.21,USD,wallet,braintree,2026-03-15 10:48:54.661119,unknown,SG,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,21.21,
s2_insufficient_funds,c693da11-39c6-41ca-9e50-aa42ca6dfda1,e893be3d-7354-4a6f-a160-745985c7504b,merch_94,31.76,USD,wallet,adyen,2026-04-13 08:35:43.052414,desktop,PA,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,31.76,
s7_unknown_failure,0984258c-4184-4e1e-93f6-16eec556bc04,abb75c29-97b8-4e38-8bf5-843d1cb4c994,merch_56,10.24,USD,card,braintree,2025-11-06 16:44:02.207916,mobile,GD,system_error,0,unclassified,False,manual_review,False,0.0,
s2_insufficient_funds,76061c0a-4278-483f-a5ca-4e3b3b23005a,a6ba8cae-6490-4d17-8e9b-e26b0509c467,merch_24,8.04,USD,ach,braintree,2026-02-01 19:57:30.432561,unknown,NZ,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,8.04,
s2_insufficient_funds,00a45845-f0c3-43dc-a885-7f6181f211d7,f200ff0a-4904-4181-ab7a-c30735fc7afe,merch_26,43.51,USD,wallet,adyen,2025-09-24 10:28:07.193089,mobile,CV,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,43.51,
s2_insufficient_funds,a0848a44-143a-43b0-bba2-eae993ddd332,e0df54d3-27e2-4f8a-88b4-685609bea7e9,merch_10,23.11,USD,ach,adyen,2025-11-10 01:17:03.122499,unknown,MW,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,23.11,
s7_unknown_failure,604948be-a01e-490e-ad71-68e9705a501c,14013b99-91b3-4921-9224-615fdfbcf340,merch_88,4.84,USD,ach,braintree,2026-06-23 16:21:26.864654,unknown,CN,,0,unclassified,False,manual_review,False,0.0,
s6_repeated_recovery_failure,f9a61744-93ef-48f0-b95c-0d6273c7fd75,3b6becb7-c56d-4e29-a5b8-a38c065f5046,merch_56,176.76,USD,wallet,adyen,2026-05-22 21:35:09.449168,mobile,PE,generic_decline,4,chronic_failure,False,stop,False,0.0,
s2_insufficient_funds,02a49e9a-2a8c-4efe-8def-bf070553c66b,aee0ba17-9d25-4068-9fca-fb85dc34d926,merch_2,46.55,USD,card,braintree,2025-12-11 20:56:57.167758,desktop,MT,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,46.55,
s6_repeated_recovery_failure,13eb22c9-bece-421a-94c7-743b2401342a,51cbf9e5-fb7d-4ba1-98c8-8c483ced4d1f,merch_27,4.7,USD,wallet,braintree,2026-08-12 00:32:26.415614,unknown,DM,insufficient_funds,6,chronic_failure,False,stop,False,0.0,
s1_temporary_degradation,0b75b5f8-8bb2-4f9b-b54c-30d30e854646,0698dd6e-b717-4b51-9392-d5ecc336ab4a,merch_86,5.94,USD,card,stripe,2025-10-12 03:07:44.378980,unknown,GE,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,5.94,BankA
s1_temporary_degradation,96f22a06-15c5-4e34-b183-0345a4229f14,c9425b82-0c20-4760-814f-5b9f82a54c56,merch_35,36.68,USD,card,stripe,2026-04-29 06:24:51.089099,desktop,RO,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,36.68,BankB
s6_repeated_recovery_failure,aa05fbd5-28f8-444e-a1e5-eed2a2ee459d,bd742407-ccd0-49c4-a24d-aafa4003d920,merch_67,63.63,USD,card,stripe,2026-05-27 07:55:38.122992,mobile,CM,insufficient_funds,5,chronic_failure,False,stop,False,0.0,
s7_unknown_failure,795dc229-72bc-4c1e-9044-53540a1323ef,c5d376db-4f99-4d73-8796-583a628685f7,merch_61,12.59,USD,ach,braintree,2026-02-11 23:33:37.715374,unknown,CR,,0,unclassified,False,manual_review,False,0.0,
s2_insufficient_funds,718e5595-63d3-4079-b57f-6bb7d4f1eac5,4fd78fe5-7813-4d65-840f-fef46f3e91c9,merch_78,67.88,USD,ach,adyen,2026-03-18 04:18:18.460067,unknown,WS,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,67.88,
s6_repeated_recovery_failure,cd649aff-445f-4de1-8534-17b555c06c8e,958c9cfd-a783-4a8f-815e-38051928aae5,merch_40,56.67,USD,wallet,braintree,2026-07-14 09:54:00.373222,unknown,MX,insufficient_funds,6,chronic_failure,False,stop,False,0.0,
s1_temporary_degradation,cbccdf6a-0e1d-40be-9710-31ceb6c53b98,7edd5cbf-ce7c-4015-b175-aea16e1f3f09,merch_17,27.87,USD,card,stripe,2026-01-11 10:09:12.212823,mobile,PK,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,27.87,BankB
s6_repeated_recovery_failure,a72052b4-102f-436d-8427-0572b4c2d392,00d28f9f-f510-4222-bab0-509e031831eb,merch_10,80.88,USD,ach,stripe,2026-02-09 08:59:26.692271,desktop,UG,generic_decline,3,chronic_failure,False,stop,False,0.0,
s2_insufficient_funds,dfd23d15-7211-4575-ba3e-fd034edeae5f,ba5498fd-3737-4c38-966c-dd338f9fdc15,merch_71,15.63,USD,card,stripe,2026-01-07 21:14:53.107694,unknown,PA,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,15.63,
s6_repeated_recovery_failure,455f8af7-d21d-437a-9504-882cd6d21f63,d439566a-c402-4a0b-b889-2fafc691a1ad,merch_74,445.0,USD,ach,braintree,2026-06-07 14:20:25.092577,unknown,AU,generic_decline,5,chronic_failure,False,stop,False,0.0,
s2_insufficient_funds,341e4895-0c44-40fd-a13c-e64d723e860e,8a178298-a10c-4398-835f-996307f55f28,merch_95,36.16,USD,wallet,braintree,2025-12-21 20:58:13.779214,mobile,AU,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,36.16,
s3_hard_decline,6d68c235-3e27-4de7-acb5-ad17af88a9b2,7fd71207-d9e5-46e6-894e-c4e5173f0555,merch_29,56.97,USD,card,stripe,2026-01-12 11:24:38.274560,desktop,UA,do_not_honor,3,do_not_honor,False,stop_and_notify,False,0.0,
s2_insufficient_funds,641ac793-ccfb-4440-b347-acebd177f283,ff2a8337-9520-464b-915d-5f3820880b1f,merch_4,5.58,USD,card,stripe,2026-05-02 12:46:35.732957,mobile,GN,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,5.58,
s2_insufficient_funds,2a2c974c-deee-405c-a3dd-e6787cbbaa4d,c56e6018-5340-4b95-9ce1-c4e74ded3f77,merch_80,18.85,USD,ach,braintree,2026-01-29 06:18:19.771883,desktop,SE,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,18.85,
s3_hard_decline,ca576655-8590-4a75-a3de-00e3acd5b2b6,eeaf248f-12af-49a8-8710-7b2398324d70,merch_20,33.75,USD,ach,stripe,2026-08-20 11:00:47.068401,unknown,WS,lost_card,2,lost_card,False,stop_and_notify,False,0.0,
s2_insufficient_funds,6035d9af-4a68-4bad-9af4-cf72da622059,da948cdf-6637-4dc7-91f4-48bb28802cff,merch_48,232.67,USD,wallet,adyen,2025-09-06 19:23:10.447355,desktop,BN,insufficient_funds,0,insufficient_funds,False,manual_review,False,0.0,
s2_insufficient_funds,d4bf4f30-eb26-4c82-8324-887e00102b4d,d6d21b30-d3f9-4ab2-97ba-9b4ce4509dd3,merch_18,34.5,USD,wallet,stripe,2026-01-31 14:55:37.849290,unknown,BF,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,34.5,
s2_insufficient_funds,1d3eead1-4694-4a24-8f13-716da6b0a5a7,82a74051-f415-48e8-b21c-9537b5975ddf,merch_98,28.45,USD,ach,stripe,2025-12-06 17:06:06.110238,unknown,HT,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,28.45,
s1_temporary_degradation,8d66796b-6b33-4d06-b6e4-7a8e888cd4db,8ea195d7-642e-4bcf-8346-e02a17cb1b96,merch_90,20.65,USD,card,stripe,2025-09-22 00:41:45.902211,mobile,GQ,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,20.65,BankA
s2_insufficient_funds,2fc7fcd6-d59a-41d7-b4dd-2f518cb27ed1,f6d81bca-c8f0-41ce-83a4-771a04c90e0a,merch_23,14.21,USD,ach,adyen,2025-11-18 07:41:50.609983,unknown,TT,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,14.21,
s3_hard_decline,b38a3db1-2767-42d3-a502-dc4b5b0334d8,20363a73-1b7e-4502-8a9d-8831894e7397,merch_83,42.49,USD,ach,stripe,2025-09-25 20:09:52.704110,mobile,RU,stolen_card,1,stolen_card,False,stop_and_notify,False,0.0,
s4_high_value_uncertain,38118828-2636-4874-b225-18deb6e2887a,b789593e-216d-4c70-a196-5beeda3544b5,merch_41,4975.81,USD,ach,stripe,2025-12-14 01:51:36.745367,unknown,OM,generic_decline,0,risk_block_or_limit,False,manual_review,False,0.0,
s2_insufficient_funds,acac1f3b-7395-434b-90b9-ff30c03832d0,9ff7007b-27e9-484f-8791-8b3577a63918,merch_21,10.32,USD,ach,braintree,2025-12-23 22:50:17.603866,unknown,TV,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,10.32,
s2_insufficient_funds,2a7a5550-0ea2-4640-b158-75989e153705,8afb9b2d-b766-40f6-b79f-00d5571d7650,merch_70,49.57,USD,wallet,adyen,2026-01-12 15:37:32.595055,mobile,TL,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,49.57,
s2_insufficient_funds,6f689d65-61ae-4f21-a7f1-c18b61fe800a,2c649adf-a998-48e1-b612-41be8b8ce7be,merch_96,2.37,USD,card,braintree,2025-12-29 02:23:16.524027,desktop,PY,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,2.37,
s3_hard_decline,7d1c5b77-0779-4d43-bdb2-e8a010f7d299,58b8aa20-3849-4ae6-92b9-4a30b1c2d289,merch_6,3.85,USD,wallet,stripe,2025-12-13 04:43:18.522305,mobile,EG,do_not_honor,1,do_not_honor,False,stop_and_notify,False,0.0,
s1_temporary_degradation,0103ead0-48d4-4365-91d2-59b33ffd48e4,1557152d-dc2f-4857-9627-0f6f7d7d2f7c,merch_35,49.08,USD,card,stripe,2025-10-26 12:47:01.593802,mobile,GB,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,49.08,BankB
s2_insufficient_funds,a30c1e0e-69cd-4159-a53d-fc49f7410b94,85924e5f-1f53-4b6e-ab11-77367260282f,merch_57,11.2,USD,ach,adyen,2026-07-25 03:59:17.125045,unknown,SM,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,11.2,
s1_temporary_degradation,91f453b6-78d4-43ab-a725-be2592095726,62684b43-408c-480d-9175-b167175ec2b5,merch_33,21.95,USD,card,stripe,2025-10-13 06:40:57.026620,unknown,HN,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,21.95,BankB
s2_insufficient_funds,2758f1b7-a1b4-470e-a085-f7458dd0030b,2298e3d0-cb57-48ce-9d79-7f9ccf621be6,merch_31,13.21,USD,ach,adyen,2026-05-20 11:55:07.746671,desktop,AO,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,13.21,
s6_repeated_recovery_failure,7622d679-7e51-471b-a49a-4f584aeedf72,b087e0e9-db66-4e25-bbe5-32188cd39b4e,merch_96,24.75,USD,wallet,braintree,2026-06-18 12:06:48.320131,mobile,ME,insufficient_funds,4,chronic_failure,False,stop,False,0.0,
s2_insufficient_funds,565c1e3f-6d1c-41d6-b3e0-4a38cdf0aaba,bce8e033-fb70-4bf3-95fd-46d7cfbfd796,merch_76,25.4,USD,wallet,adyen,2025-11-23 11:14:45.916388,desktop,GD,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,25.4,
s5_method_specific_issue,735bea93-923a-4413-8778-9daee4787edc,c49c0042-4efb-4227-b3f7-3d69c85305f9,merch_54,2.72,USD,ach,adyen,2026-01-06 01:23:19.822763,mobile,LB,R02_account_closed,0,R02_account_closed,False,stop,False,0.0,
s7_unknown_failure,7ebb0b45-9dd4-49f4-be4a-721e1f93bb9d,684b724d-b30c-4f43-909d-1c7a0d65b0dd,merch_13,2.74,USD,ach,stripe,2026-01-17 09:48:38.197610,desktop,MU,,0,unclassified,False,manual_review,False,0.0,
s2_insufficient_funds,e0632508-b367-4133-8a01-30dbf8a9cf5d,7c9e9676-7fcc-4346-9d7b-346ee54bf394,merch_98,173.15,USD,card,adyen,2025-12-23 08:23:06.845773,mobile,CR,insufficient_funds,1,insufficient_funds,False,manual_review,False,0.0,
s2_insufficient_funds,1f5ec4d2-6282-44d5-ae7c-db3f440497f9,0d79c20f-4931-4d94-904a-8ff9eee14ab3,merch_65,54.79,USD,card,braintree,2026-08-30 12:11:15.006360,unknown,TL,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,54.79,
s6_repeated_recovery_failure,66a247b7-7f14-481c-af6d-18c6c33433e0,97d47986-72a4-4ac6-9288-88f64c38f15a,merch_88,4.68,USD,ach,braintree,2026-03-21 20:57:23.236283,unknown,PG,generic_decline,5,chronic_failure,False,stop,False,0.0,
s1_temporary_degradation,2e0ef4aa-e65e-4ac3-b2b6-f533c5cc0fb0,2ab18038-03f8-4c7b-b43d-e03ae05c1fb9,merch_59,15.18,USD,card,stripe,2026-04-22 23:14:27.516988,mobile,CL,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,15.18,BankB
s7_unknown_failure,1c7812f6-814f-4c5e-9b91-758989332449,65e2fc3f-02fd-46d8-9323-cd2fa52c745d,merch_33,41.21,USD,wallet,adyen,2026-05-24 21:25:07.050164,mobile,ME,unknown,0,unclassified,False,manual_review,False,0.0,
s5_method_specific_issue,6e2f1d3b-fd9f-45f4-8816-d739c3933447,62359144-1e7f-42ad-aa39-73ffe14fea78,merch_14,99.44,USD,ach,stripe,2025-09-10 08:39:16.915456,mobile,PG,R03_no_account,0,R03_no_account,False,stop,False,0.0,
s2_insufficient_funds,8a6181ae-e771-4e1b-91df-4ff075f32c8e,16ca331c-1b0e-43e1-abe9-4560d820d362,merch_67,42.95,USD,wallet,braintree,2025-09-22 12:38:44.498064,mobile,NG,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,42.95,
s7_unknown_failure,4c9b9009-8774-47ad-94a2-2b24c028286b,ece9abc0-433f-4a8a-b72a-1b7aea78b088,merch_86,9.66,USD,ach,adyen,2026-08-08 04:52:20.843195,desktop,LS,,0,unclassified,True,immediate_retry,True,9.66,
s1_temporary_degradation,0ef8c2d6-f7fd-4646-b7bb-3eec4bf50b52,0f9aea4b-8acd-4e10-bc59-4585944528c0,merch_94,6.73,USD,card,stripe,2025-10-30 10:40:19.548812,mobile,AE,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,6.73,BankA
s7_unknown_failure,72da02d0-25d0-4d74-9b0e-a850679e7254,4a2671b5-587b-421c-a888-e146844c9783,merch_36,46.34,USD,wallet,adyen,2026-08-16 17:28:59.259362,desktop,MV,system_error,0,unclassified,True,immediate_retry,True,46.34,
s5_method_specific_issue,0505561d-ee62-49d0-b130-31b31ef4bb69,3764a51b-4539-4cf9-8170-1ee446b8588e,merch_36,18.01,USD,ach,stripe,2026-06-28 05:43:18.921163,desktop,GM,R02_account_closed,0,R02_account_closed,False,stop,False,0.0,
