scenario,payment_id,customer_id,merchant_id,amount,currency,payment_method,processor,timestamp,device_type,country,error_code,past_attempts,true_root_cause,recoverable,best_action,eventual_outcome,amount_recovered,bank
s2_insufficient_funds,f62fca99-6d1f-4a3a-a4cd-4319f55251ec,cac564c7-f159-47c1-996b-af6ba4273fc2,merch_78,5.04,USD,card,braintree,2025-10-27 09:12:54.392574,unknown,HN,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,5.04,
s6_repeated_recovery_failure,e7468f91-5b32-4b79-b5cd-553fe3a6801e,eae19b20-d78b-44df-986f-fb9bbf925057,merch_41,58.14,USD,wallet,braintree,2025-09-06 17:23:58.183955,desktop,LA,insufficient_funds,6,chronic_failure,False,stop,False,0.0,
s3_hard_decline,3c835dc0-d944-4fa5-80e9-ab30ed2662e9,7b3a4e3e-7c52-4a17-a80a-c07a2a935d62,merch_93,7.65,USD,wallet,braintree,2026-08-23 19:44:56.076123,desktop,GH,lost_card,2,lost_card,False,stop_and_notify,False,0.0,
s6_repeated_recovery_failure,563f393b-1fd4-422e-ad25-d10ba1c95746,9442bbb6-6dc1-4b13-96fc-b1151627b7b9,merch_18,6.76,USD,wallet,adyen,2026-07-04 21:33:46.689463,mobile,KR,generic_decline,5,chronic_failure,False,stop,False,0.0,
s5_method_specific_issue,f52a6cbf-1c17-429f-a1a4-96a8638b9370,2049a289-056a-4b28-8aef-3c9e1b9dff1b,merch_27,3.53,USD,ach,stripe,2026-07-08 19:50:50.796145,unknown,DE,R03_no_account,0,R03_no_account,False,stop,False,0.0,
s7_unknown_failure,6d3bb8af-53e5-4913-b45d-4debc11e6e19,b77505e6-732a-4bb0-9ebd-53571da7ce46,merch_16,10.01,USD,card,stripe,2026-05-01 21:02:52.249146,mobile,HN,system_error,0,unclassified,False,manual_review,False,0.0,
s2_insufficient_funds,80bacd64-7a0e-4fea-958c-a9ba0cd620c2,284d82e5-87f7-41fb-9a4b-d9caeb5cf467,merch_58,41.94,USD,card,adyen,2025-12-27 10:44:41.190233,mobile,BG,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,41.94,
s7_unknown_failure,9d0953a0-bd5c-4d10-b50d-ffc01c9648c1,74d42426-d4db-44a3-a5c8-c0727a457841,merch_54,23.68,USD,card,adyen,2026-01-22 20:36:52.427767,mobile,GW,,0,unclassified,False,manual_review,False,0.0,
s2_insufficient_funds,ffc9cf29-7dbd-40f0-9544-59026bfebd17,29c649ec-2b48-4034-88e5-e76e68eac538,merch_49,6.66,USD,wallet,stripe,2026-03-26 19:59:04.105750,mobile,LB,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,6.66,
s1_temporary_degradation,917bc866-6874-4b44-863e-23bf5c0c309c,5738db52-126c-4e50-9d4f-4af28becb8cc,merch_6,236.98,USD,card,stripe,2026-07-27 04:08:05.620816,desktop,ER,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,236.98,BankA
s3_hard_decline,0a45f604-1165-4d7f-8cce-d6536a396c71,357650f9-0937-4982-96f4-8688333b5a5d,merch_43,363.14,USD,wallet,adyen,2026-05-22 23:01:07.092294,unknown,GT,do_not_honor,3,do_not_honor,False,stop_and_notify,False,0.0,
s3_hard_decline,4a5652b8-c570-4f8a-b6ad-7753a4572e6a,4f434331-01b8-45c6-98bc-6e12d97db059,merch_3,3.88,USD,ach,adyen,2026-08-04 05:30:56.053396,desktop,HU,stolen_card,3,stolen_card,False,stop_and_notify,False,0.0,
s3_hard_decline,4f3d3990-7d86-4104-ab5d-57169c0fe54b,15970500-0c1c-48e7-ad2d-92eb69ed7ba2,merch_38,9.93,USD,card,stripe,2026-02-14 07:50:09.546190,unknown,BD,fraud_suspected,3,fraud_suspected,False,stop_and_notify,False,0.0,
s2_insufficient_funds,698b6f94-4b2e-4335-a979-9c8ea5eaf9f6,53d88d7d-0dbf-4841-ab70-dcda154f0d60,merch_69,65.37,USD,card,braintree,2026-05-17 08:25:37.079667,mobile,BJ,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,65.37,
s2_insufficient_funds,110e0a1d-564c-447e-9d43-226447b16789,a4233a70-95fd-42db-9fc2-252e197499ae,merch_90,10.64,USD,wallet,braintree,2026-02-01 22:54:42.744495,unknown,AF,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,10.64,
s1_temporary_degradation,8e47fb7d-8a7f-426e-b585-f440c3a98532,40d6c0ac-82ab-4b8d-a9fc-339fe9dcbdd1,merch_48,57.07,USD,card,stripe,2025-09-05 23:00:41.655886,desktop,HN,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,57.07,BankB
s7_unknown_failure,7f815a33-1ac7-4e05-9692-936cd9ecbdef,882357a5-a278-46b3-89e9-67397819f861,merch_64,199.25,USD,wallet,braintree,2025-11-02 06:55:23.329811,unknown,MH,system_error,0,unclassified,False,manual_review,False,0.0,
s1_temporary_degradation,06506312-e3d2-449d-b69f-3d26fbb9c4ee,0047eacb-2046-4eb5-9888-d27bb1e52a90,merch_25,25.84,USD,card,stripe,2025-12-06 08:20:39.041386,desktop,PA,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,25.84,BankA
s1_temporary_degradation,152a8638-ab52-400f-8f69-da5b77ec26b2,c8b0abb5-d51d-44b1-8fb5-3bb7bddb927a,merch_79,158.53,USD,card,stripe,2026-02-10 09:14:59.460174,mobile,MN,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,158.53,BankB
s7_unknown_failure,6273f164-7c64-4c58-a52d-29463c03032c,8d3f433b-f2d1-46c1-bc8a-d01638080dba,merch_55,55.68,USD,ach,braintree,2025-09-10 04:03:21.651860,desktop,SE,unknown,0,unclassified,False,manual_review,False,0.0,
s2_insufficient_funds,0b4d2de2-06b8-48bd-b7a1-cf7d6f47d6b6,a97b43bd-00b7-4636-8c81-a3cc9965ef48,merch_80,31.46,USD,ach,braintree,2025-09-18 15:44:57.841810,mobile,IL,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,31.46,
s2_insufficient_funds,9187c9a0-b866-4c7c-a92d-cf4f76f3ba50,413e84bd-5aff-4594-80dd-8895d0154898,merch_94,64.08,USD,ach,braintree,2026-02-01 18:11:21.311291,desktop,TV,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,64.08,
s6_repeated_recovery_failure,0e41cfed-7805-471d-9220-4bde968595d7,e244072a-e350-4f9b-9eea-94fb21dcc0ad,merch_25,114.01,USD,ach,braintree,2025-11-14 15:14:51.040194,mobile,KG,generic_decline,5,chronic_failure,False,stop,False,0.0,
s2_insufficient_funds,413a4301-7f10-4c4e-a5bc-90339fc9ced7,f340e217-95b5-4085-9f98-c494adbb95fc,merch_91,11.31,USD,wallet,stripe,2025-11-19 06:01:41.891319,desktop,TM,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,11.31,
s3_hard_decline,5a104129-54ae-4d1b-8ce6-424dbef59fe6,4e7ed827-455a-4762-b428-a656b3ee4d3b,merch_28,40.83,USD,ach,braintree,2026-02-06 07:37:28.484532,desktop,ID,do_not_honor,1,do_not_honor,False,stop_and_notify,False,0.0,
s1_temporary_degradation,d08d13df-f3dc-4264-84b2-7b21bc0dd6ed,603bc183-bd75-495c-8ea9-551054de2c80,merch_20,6.86,USD,card,stripe,2025-11-30 04:56:37.740305,mobile,GA,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,6.86,BankA
s2_insufficient_funds,6ac494c2-0db4-47a0-a245-81e702399c43,230c1da7-839f-454a-8b26-87282a045677,merch_27,70.72,USD,wallet,stripe,2026-08-18 00:07:35.760384,desktop,CD,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,70.72,
s2_insufficient_funds,b0bb79d9-d9b0-4417-b68d-69797fe4c461,6c4e77f7-38da-48b0-afc8-7fc9fd8efc60,merch_15,27.63,USD,wallet,stripe,2026-03-02 02:29:59.634456,mobile,PE,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,27.63,
s2_insufficient_funds,27784c03-dd48-49aa-a95d-48e2dae63c82,f85363a7-b3c9-4d01-bb26-f62de8605780,merch_18,49.6,USD,ach,stripe,2025-10-10 03:06:31.625553,mobile,VA,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,49.6,
s7_unknown_failure,236e9f2d-5c0c-4c79-a2bf-a75af8b8bb20,73bae147-522e-4584-84f1-49d24765c1f0,merch_67,21.41,USD,card,stripe,2025-12-22 17:12:54.234597,unknown,BF,unknown,0,unclassified,False,manual_review,False,0.0,
s7_unknown_failure,1fe3c69c-431e-4874-a507-6d017edf1d61,5160d305-6dcd-4d43-98ec-ae059dc4805f,merch_32,10.76,USD,card,braintree,2026-06-05 00:15:24.504426,mobile,CF,unknown,0,unclassified,False,manual_review,False,0.0,
s2_insufficient_funds,3a480b9d-e5a7-450b-bb6e-3ec1e87f5087,1670aa16-c47d-42f0-b2ff-f51f5498e46f,merch_74,42.62,USD,wallet,braintree,2026-04-20 12:34:39.145263,mobile,ET,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,42.62,
s3_hard_decline,8d2cfe83-c407-4654-bf5f-61aaaee7c7a5,5295ea96-487b-45d7-9cf0-23dd277529a2,merch_65,34.32,USD,wallet,adyen,2025-11-12 06:06:37.185341,mobile,NE,stolen_card,1,stolen_card,False,stop_and_notify,False,0.0,
s6_repeated_recovery_failure,928a44dd-8ace-47b7-8250-f956478cd79d,39a4c71d-95b4-4eed-88db-3427e9f35e11,merch_5,23.17,USD,card,adyen,2026-04-18 05:52:16.497904,mobile,EC,generic_decline,5,chronic_failure,False,stop,False,0.0,
s2_insufficient_funds,53ae0bce-0ccc-4432-a913-ed3b7f5c62cc,296da4cd-431b-411f-af90-d9afca07906e,merch_32,60.94,USD,wallet,braintree,2026-02-09 18:03:34.359339,unknown,AL,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,60.94,
s3_hard_decline,411feb55-410c-4e46-8762-fc232c189303,5c05dcee-f49c-46f4-ab86-d1c5eab2bbe3,merch_69,42.85,USD,card,stripe,2026-01-08 00:55:52.154457,mobile,IL,stolen_card,3,stolen_card,False,stop_and_notify,False,0.0,
s6_repeated_recovery_failure,fddb5c6e-5738-4021-9ed0-8fe4ab2a6a44,03cdd7a4-045d-4e84-9759-24bb9f45b2b2,merch_49,82.14,USD,card,adyen,2026-08-25 01:29:34.499301,mobile,MA,generic_decline,5,chronic_failure,False,stop,False,0.0,
s6_repeated_recovery_failure,12068ad6-12aa-4a4b-88ec-a4c81a71064d,c6f903cf-4027-4514-ba40-662f9243a301,merch_32,14.63,USD,ach,adyen,2026-05-23 04:47:15.961580,mobile,PE,generic_decline,5,chronic_failure,False,stop,False,0.0,
s2_insufficient_funds,34adb148-47b8-4c49-9ebc-e18f6bd03587,2c2aca2f-b041-47f4-8326-34d7456fa1b9,merch_21,10.91,USD,wallet,braintree,2025-10-01 08:15:00.496891,desktop,KI,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,10.91,
s3_hard_decline,6cf175fa-7f0c-4c31-8d7b-f1f1ee608e1f,9ee77ae2-9abf-4395-9c4e-c9a16efdc298,merch_57,53.89,USD,ach,braintree,2025-11-23 04:45:16.193006,desktop,MH,do_not_honor,3,do_not_honor,False,stop_and_notify,False,0.0,
s2_insufficient_funds,2ec46bfe-bd4b-49cd-8c19-e0ac418df073,db869a02-a69b-4d21-afb3-8c42b0901da2,merch_6,35.58,USD,ach,adyen,2025-12-03 11:25:22.245869,unknown,HN,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,35.58,
s6_repeated_recovery_failure,c11fb8aa-b63b-46de-aae5-c7e36e888325,b8333599-75dd-4bb8-9bb6-6c528b1cf1d8,merch_66,4.08,USD,card,stripe,2025-12-03 04:58:50.898656,desktop,CU,insufficient_funds,6,chronic_failure,False,stop,False,0.0,
s5_method_specific_issue,277664d0-d25c-4d37-af16-d03b987593c3,fe5b9fc9-c0b4-46d6-bef6-775bd66de2a1,merch_3,7.38,USD,ach,braintree,2026-08-23 05:16:47.783221,desktop,NG,R02_account_closed,0,R02_account_closed,False,stop,False,0.0,
s2_insufficient_funds,3aa711b5-2fab-4638-aad9-5bc429016ef3,439809a1-524d-4da7-9a22-0af4def62ab7,merch_8,23.81,USD,ach,braintree,2025-11-21 05:01:09.110276,unknown,TH,insufficient_funds,1,insufficient_funds,True,wait_for_paycheck,True,23.81,
s3_hard_decline,f40e24dd-a39f-4087-a3e5-721c7f8e5198,ad44c4f8-404f-4c86-92b2-90a63907963b,merch_40,67.33,USD,wallet,adyen,2026-04-01 04:51:51.299392,desktop,AM,lost_card,2,lost_card,False,stop_and_notify,False,0.0,
s7_unknown_failure,898b98d8-9f8a-4e11-92be-f5f6499ac9ab,22656756-877a-41f3-bebf-645084f7e3f9,merch_75,144.55,USD,wallet,stripe,2026-01-14 18:21:53.558482,mobile,UA,,0,unclassified,False,manual_review,False,0.0,
s5_method_specific_issue,12fe55f5-3732-45fe-b97d-302885f1bc46,e4a8844f-7d94-46ce-ad26-16e22a3bb73f,merch_60,58.21,USD,ach,braintree,2026-03-29 18:38:24.824471,desktop,RO,R01_nsf,0,R01_nsf,True,wait_and_retry,True,58.21,
s3_hard_decline,4eab6bdd-7fb8-4b3e-8234-e83e0786bad1,4db70660-6388-4dea-a698-a3767afb83cc,merch_11,118.35,USD,ach,adyen,2026-02-11 10:59:06.832391,desktop,SR,lost_card,1,lost_card,False,stop_and_notify,False,0.0,
s3_hard_decline,eb7fb03e-d14c-40b7-90ac-2a6d3bdad4ac,f0c46591-b2d9-45fa-849e-e02aeea28810,merch_49,59.34,USD,wallet,adyen,2026-01-17 09:24:37.822880,unknown,BS,fraud_suspected,1,fraud_suspected,False,stop_and_notify,False,0.0,
s1_temporary_degradation,c7c47e3d-3f89-4e37-bb22-d927a7d912b9,e6a0251d-d67e-491a-bc29-1bd07996f992,merch_96,120.07,USD,card,stripe,2025-10-22 12:32:56.403855,unknown,GR,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,120.07,BankA
s3_hard_decline,8bb17e56-4d3e-4f13-aaa4-b0c93df8c314,8709dfd8-7190-4eb6-933f-e2ff578eca82,merch_4,96.51,USD,card,adyen,2025-12-09 11:39:45.208214,desktop,DK,stolen_card,1,stolen_card,False,stop_and_notify,False,0.0,
s5_method_specific_issue,057325ef-97b2-4935-b32a-14055d5a5f54,bb43ceab-ce38-4ce8-b9ab-877ee2eb185f,merch_96,5.38,USD,ach,adyen,2026-02-16 22:10:24.813106,mobile,GR,R03_no_account,0,R03_no_account,False,stop,False,0.0,
s2_insufficient_funds,2808d39c-5728-4333-a040-f6a12974667c,d420e47b-f437-48e5-8fcb-a298b6cd552f,merch_81,5.85,USD,wallet,stripe,2025-09-19 05:35:52.062968,mobile,LA,insufficient_funds,0,insufficient_funds,True,wait_for_paycheck,True,5.85,
s1_temporary_degradation,ba2e3b7d-3563-4bdb-90ff-568685d9ecee,28b2d427-766b-438c-8dc4-a771644df27a,merch_98,12.11,USD,card,stripe,2026-01-10 16:55:55.959281,mobile,CZ,timeout_or_gateway_error,0,gateway_timeout,True,wait_and_retry,True,12.11,BankB
s4_high_value_uncertain,d5a76023-4d4f-4814-9385-0240d2a2f839,8f2d0b17-7e7d-4e88-8dcd-553495d03545,merch_18,12477.24,USD,card,stripe,2026-03-02 02:06:57.833751,unknown,SZ,generic_decline,0,risk_block_or_limit,False,manual_review,False,0.0,
s3_hard_decline,f7d9f605-6bbd-4d3d-a3e9-6b81004e0721,4e612e34-6548-4fc8-b6da-37478faee492,merch_23,9.52,USD,card,stripe,2026-05-21 13:55:17.437421,desktop,KR,fraud_suspected,3,fraud_suspected,False,stop_and_notify,False,0.0,
s3_hard_decline,eafb8da3-fccd-472c-b060-470cb1c3f9d5,51bed16c-0dee-4761-9561-dee077b09633,merch_3,11.45,USD,wallet,adyen,2026-06-27 08:29:37.148324,unknown,RS,stolen_card,3,stolen_card,False,stop_and_notify,False,0.0,
s2_insufficient_funds,8780141a-c763-4a92-b4bd-d1b6c5c3cc2a,e7e5239c-92dd-4c04-9376-109d3ae796df,merch_8,228.69,USD,wallet,stripe,2025-10-23 09:08:23.840725,desktop,EG,insufficient_funds,1,insufficient_funds,False,manual_review,False,0.0,
s3_hard_decline,c8b33b49-21dd-4fab-8068-476031a928ef,c2e8574f-72ce-4af7-9c03-f358699a48f6,merch_90,134.12,USD,wallet,adyen,2026-08-09 21:27:58.048708,mobile,FI,fraud_suspected,2,fraud_suspected,False,stop_and_notify,False,0.0,
